"xml:id"	"Lemma"	"Lemma_bereinigt"	"Wortart"	"Level"	"Definition"	"Konzept"	"Begriff"
"EW01154"	"Bappelwasser"	"Bappelwasser"	"Substantiv"	"2."	"Tee aus Blättern der Rosenpappel"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PXXX"	"Glüh-wein"	"Glühwein"	"Substantiv"	"-"	"Glühwein"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"	"Glühwein "
"LW00444"	"Winscho"	"Winscho"	"Substantiv"		"Glühwein"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"	"Glühwein "
"PA00150"	"Abend-milch"	"Abendmilch"	"Substantiv"	"-"	"Milch, die am Abend gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PA02579"	"Apparaten-milch"	"Apparatenmilch"	"Substantiv"	"-"	"Milch, die durch die Zentrifuge entrahmt ist"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PB01499"	"Pech-milch"	"Pechmilch"	"Substantiv"	"-"	"die erste gelbe Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PB02869"	"Pferds-milch"	"Pferdsmilch"	"Substantiv"	"-"	"Stutenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PB03442"	"Biest-milch"	"Biestmilch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PB06123"	"Briester"	"Briester"	"Substantiv"	"-"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PB06125"	"Briester-milch"	"Briestermilch"	"Substantiv"	"-"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PB06974"	"Büchsen-milch"	"Büchsenmilch"	"Substantiv"	"-"	"Büchsenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Büchsenmilch "
"PB07749"	"Butter-milch"	"Buttermilch"	"Substantiv"	"-"	"Buttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Buttermilch "
"PB07852"	"Butzen-milch, Butze-milch"	"Butzenmilch, Butzemilch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PB07865"	"Butzicht-milch"	"Butzichtmilch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PD02202"	"Dick-milch"	"Dickmilch"	"Substantiv"	1	"Dickmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Dickmilch "
"PD03964"	"Dreck-milch"	"Dreckmilch"	"Substantiv"	"-"	"die erste, dicke Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PD05776"	"Tut"	"Tut"	"Substantiv"	"-"	"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PE02053"	"Erst-milch"	"Erstmilch"	"Substantiv"	"-"	"die erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PF03588"	"Flanz"	"Flanz"	"Substantiv"	"-"	"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PF03618"	"Flaschen-milch"	"Flaschenmilch"	"Substantiv"	"-"	"in Flaschen an den Verbraucher gelieferte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PF04256"	"Voll-milch"	"Vollmilch"	"Substantiv"	"-"	"Vollmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Vollmilch"
"PG00743"	"Gauls-, Gäuls-milch"	"Gaulsmilch, Gäulsmilch"	"Substantiv"	"-"	"Stutenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PG01375"	"Geißen-milch, Geiß-milch"	"Geißenmilch, Geißmilch"	"Substantiv"	1	"Ziegenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Ziegenmilch "
"PG01528"	"Ge-lapper"	"Gelapper"	"Substantiv"	"x"	"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; saure Milch"
"PH00784"	"Hammels-milch, Hammel-milch"	"Hammelsmilch, Hammelmilch"	"Substantiv"	"-"	"Schafsmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PK00080"	"Kaffee-milch"	"Kaffeemilch"	"Substantiv"	"-"	"Milch für den Kaffee"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PK00187"	"Kälbchens-käse"	"Kälbchenskäse"	"Substantiv"	"x"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PK03783"	"Koloster"	"Koloster"	"Substantiv"	"-"	"erste Milch einer Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PK03784"	"Kolostral-milch"	"Kolostralmilch"	"Substantiv"	"-"	"erste Milch einer Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PK05631"	"Kuh-milch, Küh-"	"Kuhmilch, Kühmilch"	"Substantiv"	"-"	"Kuhmilch, Kühmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"PM00171"	"Mager-milch"	"Magermilch"	"Substantiv"	"-"	"entrahmte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Magermilch "
"PM01010"	"Matte"	"Matte"	"Substantiv"	"2.2"	"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; saure Milch"
"PM01838"	"Milch"	"Milch"	"Substantiv"	1	"Milch der Haustiere, Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PS00860"	"Sauer-milch"	"Sauermilch"	"Substantiv"	"-"	"geronnene (ungekochte) Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; saure Milch"
"PS01466"	"Schafs-milch, Schaf-milch"	"Schafsmilch, Schafmilch"	"Substantiv"	"-"	"Schafsmilch, Schafmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PS02621"	"Schlabber-milch"	"Schlabbermilch"	"Substantiv"	"-"	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PS05855"	"Schüssel-milch"	"Schüsselmilch"	"Substantiv"	"-"	"Milch, die in einer flachen Schüssel entrahmt wurde"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PS11375"	"Stoß-milch"	"Stoßmilch"	"Substantiv"	"-"	"Buttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Buttermilch "
"PS12401"	"Stuten-milch"	"Stutenmilch"	"Substantiv"	"-"	"Pferdemilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PS12743"	"Süß-milch"	"Süßmilch"	"Substantiv"	"-"	"nicht angesäuerte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PW01418"	"Weh-milch"	"Wehmilch"	"Substantiv"	"-"	"die erste dicke Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"LB01103"	"Blotz-milch"	"Blotzmilch"	"Substantiv"		"Buttermilch, die durch Butter blotze entsteht"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Buttermilch "
"LB01322"	"Brach"	"Brach"	"Substantiv"		"dicke Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Dickmilch "
"LB01497"	"Brockel"	"Brockel"	"Substantiv"	"1."	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LD00368"	"Dick-milch"	"Dickmilch"	"Substantiv"		"sauer Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; saure Milch; Dickmilch"
"LM00226"	"Matten"	"Matten"	"Substantiv"	"1."	"geronnene Milch, aus der Käse gemacht wird; Käsmatte"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LM00317"	"Melkersch"	"Melkersch"	"Substantiv"		"soviel Milch, als in einem Mal gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LM00416"	"Milch"	"Milch"	"Substantiv"		"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LN00228"	"Ninni"	"Ninni"	"Substantiv"		"Milch in der Kindersprache"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LO00251"	"Owesstrach"	"Owesstrach"	"Substantiv"		"die am Abend gemolkene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LS01713"	"Spenn"	"Spenn"	"Substantiv"	"1."	"Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LS02218"	"Strach"	"Strach"	"Substantiv"	"3."	"soviel auf einmal an Milch gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LS02255"	"Strechersch"	"Strechersch"	"Substantiv"		"die Menge Milch, die beim einmaligen Melken erzeugt wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"LS02490 "	"Surmilich "	"Surmilich"	"Substantiv"		"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; saure Milch"
"EM00566"	"Milch"	"Milch"	"Substantiv"		"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"EM00567"	"Brieschmilch"	"Brieschmilch"	"Substantiv"		"die erste Milch der Kuh"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"EM00571"	"Geisenmilch"	"Geisenmilch"	"Substantiv"	"1."	"Ziegenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Ziegenmilch "
"EM00577"	"Surmilch"	"Surmilch"	"Substantiv"		"Sauermilch, Dickmilch, gestockte Milch; wird häufig abends mit Kartoffeln gegessen; auch zu Suppen verwendet"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Sauermilch; Dickmilch"
"EP04065"	"Briest, Briesch"	"Briest, Briesch"	"Substantiv"	"2."	"Milch einer frischmelkenden Kuh"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Kuhmilch "
"EP04065"	"Briest, Briesch"	"Briest, Briesch"	"Substantiv"	"3."	"gestockte junge Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"ET01557"	"Düttle, Düttel"	"Düttle, Düttel"	"Substantiv"	"4."	"Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Milch"
"PA02522"	"Apfel-most"	"Apfelmost"	"Substantiv"	"-"	"Apfelmost"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Apfelsaft; Most"
"PA02536"	"Apfel-, Äpfel-saft"	"Apfelsaft, Äpfelsaft"	"Substantiv"	1	"Apfelsaft, Äpfelsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Apfelsaft "
"PB03729"	"Birnen-most"	"Birnenmost"	"Substantiv"	"-"	"Birnensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PB03733"	"Birnen-saft"	"Birnensaft"	"Substantiv"	"-"	"Birnensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PB06029"	"Preß-most"	"Preßmost"	"Substantiv"	"-"	"durch Pressen gewonnener Obstsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft"
"PB06562"	"Brühe"	"Brühe"	"Substantiv"	2	"Beeren-, Gemüsesaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Gemüsesaft"
"PD03746"	"Trauben-most"	"Traubenmost"	"Substantiv"	"-"	"Traubenmost"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Traubenmost "
"PD04691"	"Druck"	"Druck"	"Substantiv"	3	"durch Keltern gewonnener Most"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Most "
"PD04713"	"Drücker"	"Drücker"	"Substantiv"	"1c"	"ausgepreßter Most"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Most "
"PH02173"	"Heidelbeeren-saft, Heidelbeer-saft"	"Heidelbeerensaft, Heidelbeersaft"	"Substantiv"	"-"	"Heidelbeerensaft, Heidelbeersaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PH04458"	"Himbeeren-saft, Himbeer-saft"	"Himbeerensaft, Himbeersaft"	"Substantiv"	1	"Saft aus Himbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PH06092"	"Holder-saft"	"Holdersaft"	"Substantiv"	"-"	"Saft aus Holunderbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PJ00352"	"Johannistrauben-saft"	"Johannistraubensaft"	"Substantiv"	"-"	"Saft aus Johannisbeeren"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PK02277"	"Kirschen-saft, Kirsch-saft"	"Kirschensaft, Kirschsaft"	"Substantiv"	2	"Saft aus Kirschen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft; Saft"
"PK04245"	"Koscher-most"	"Koschermost"	"Substantiv"	"-"	"aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Most "
"PM02926"	"Most"	"Most"	"Substantiv"	"1b"	"unvergorener Saft gekelterter Äpfel, Birnen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Apfelsaft; Obstsaft; Fruchtsaft"
"PM02926"	"Most"	"Most"	"Substantiv"	"1a"	"unvergorener, süßer Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Traubensaft "
"PM02931"	"Most-brühe"	"Mostbrühe"	"Substantiv"	"-"	"unvergorener, süßer Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Traubensaft "
"PO00234"	"Obst-saft"	"Obstsaft"	"Substantiv"	"-"	"Obstsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft"
"PS00181"	"Saft"	"Saft"	"Substantiv"	"2b"	"als Getränk, Heilmittel zubereiteter Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Saft"
"PS12745"	"Süß-most"	"Süßmost"	"Substantiv"	"-"	"frischer, unvergorener Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Traubensaft "
"PZ00892"	"Zitronen-saft"	"Zitronensaft"	"Substantiv"	"-"	"Flüssigkeit der Zitrone und das daraus bereitete Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Obstsaft; Fruchtsaft"
"LB00183"	"Bäre-dreck"	"Bäredreck"	"Substantiv"		"Süßholzsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Saft"
"LS00052"	"Saft"	"Saft"	"Substantiv"		"Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Saft"
"EP03708"	"Brüej(e)"	"Brüeje, Brüej"	"Substantiv"	"1."	"Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Traubensaft "
"ES00323"	"Saft"	"Saft"	"Substantiv"		"Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Saft"
"PW01677"	"Wein"	"Wein"	"Substantiv"	"1b"	"Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Traubensaft; Most"
"PB02741"	"Pfefferminz-wasser"	"Pfefferminzwasser"	"Substantiv"	"-"	"Getränk aus Pfefferminzessenz und Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PH04462"	"Himbeeren-wasser, Himbeer-wasser"	"Himbeerenwasser, Himbeerwasser"	"Substantiv"	"-"	"mit Himbeerensaft gesüßtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PH06408"	"Honig-limonade"	"Honiglimonade"	"Substantiv"	"-"	"mit Honig gesüßte Limonade"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Limonade "
"PH06433"	"Honig-wasser"	"Honigwasser"	"Substantiv"	"-"	"mit Honig gesüßtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PJ00355"	"Johannistrauben-wasser"	"Johannistraubenwasser"	"Substantiv"	"-"	"Wasser mit Johannisbeerensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PL01943"	"Limonade"	"Limonade"	"Substantiv"	"-"	"Limonade"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Limonade "
"PS04720"	"Schnitz-brühe"	"Schnitzbrühe"	"Substantiv"		"Wasser, in dem Apfel- oder Birnenstücke gekocht wurden"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PS07695"	"Sirup"	"Sirup"	"Substantiv"	"-"	"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Sirup "
"PW00931"	"Wasser"	"Wasser"	"Substantiv"	"3b"	"mit bestimmten Zusätzen versehenes Wasser als Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PZ00893"	"Zitronen-wasser"	"Zitronenwasser"	"Substantiv"	"-"	"mit Zitronensaft gemischtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Softdrink"
"PZ01151"	"Zucker-wasser"	"Zuckerwasser"	"Substantiv"	"1a"	"mit Zucker und Wasser angerührtes Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Zuckerwasser"
"LS01563"	"Sirop"	"Sirop"	"Substantiv"		"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Sirup "
"PA02627"	"Arbeiter-sekt"	"Arbeitersekt"	"Substantiv"	"-"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PB03844"	"Bitter-wasser"	"Bitterwasser"	"Substantiv"	"-"	"ein sehr bitter schmeckendes Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PD04445"	"Trink-wasser"	"Trinkwasser"	"Substantiv"	"-"	"Trinkwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Trinkwasser "
"PG00355"	"Gänse-wein"	"Gänsewein"	"Substantiv"	"-"	"Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Wasser "
"PH03353"	"Herrgotts-wein, Herrgott-wein"	"Herrgottswein, Herrgottwein"	"Substantiv"	"-"	"Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Wasser "
"PK02772"	"Klicker-wasser"	"Klickerwasser"	"Substantiv"	"-"	"Selterswasser in Flaschen mit Glaskugelverschluß"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Selterswasser; Mineralswasser; Selters; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PM02033"	"Mineral-wasser"	"Mineralwasser"	"Substantiv"	"-"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PR02699"	"Rülps-wasser"	"Rülpswasser"	"Substantiv"	"-"	"Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Sprudelwasser; Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PS07167"	"Selters-wasser, Selzer-"	"Selterswasser, Selzerwasser"	"Substantiv"	"-"	"Mineral-, Sprudelwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Sprudelwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel"
"PS07765"	"Soda-wasser"	"Sodawasser"	"Substantiv"	"-"	"kohlensäurehaltiges Mineralwasser, Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Sodawasser; Mineralwasser; Sprudel; Selters; Selterswasser; Soda; Sprudelwasser"
"PS09417"	"Spritzel-wasser"	"Spritzelwasser"	"Substantiv"	"-"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"PS09465"	"Sprudel"	"Sprudel"	"Substantiv"	"-"	"kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Sprudel; Trinkwasser; Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudelwasser"
"PS09496"	"Sprutzel-wasser"	"Sprutzelwasser"	"Substantiv"	"-"	"Mineralwasser mit Kohlensäure"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser"
"LS01858"	"Spruddel"	"Spruddel"	"Substantiv"		"Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Sprudel; Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudelwasser"
"EW01152"	"Wasser"	"Wasser"	"Substantiv"	"1."	"Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Wasser; Trinkwasser"
"PA00155"	"Abend-schoppen"	"Abendschoppen"	"Substantiv"	"-"	"Abendschoppen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PD00571"	"Dämmer-schoppen"	"Dämmerschoppen"	"Substantiv"	"-"	"kleiner Abendtrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PD04576"	"Troll-schoppen"	"Trollschoppen"	"Substantiv"	"-"	"letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PE01315"	"Elfuhr-messe"	"Elfuhrmesse"	"Substantiv"	"-"	"Frühschoppen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PE01768"	"Erdbeeren-bowle, Erdbeer-bowle"	"Erdbeerenbowle, Erdbeerbowle"	"Substantiv"	"-"	"Erdbeerenbowle, Erdbeerbowle"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PF05503"	"Früh-messe"	"Frühmesse"	"Substantiv"	"2a"	"Frühschoppen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PL00160"	"Lage"	"Lage"	"Substantiv"	"2b"	"eine Runde Bier, Wein usw."	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Alkoholhaltiges_Kaltgetränk "
"PM01688"	"Met"	"Met"	"Substantiv"	1	"selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Met; Honigwein"
