xml:id	Lemma	Wortart	Definition	Konzept	Begriff	Konzept_gemappt	Begriff_gemappt	Antwort_Modell
EZ00219	Zucker II	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LA00253	Änes	Substantiv	Anisbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisbranntwein; Anislikör; Anisschnaps; Arrak	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisbranntwein	Anisbranntwein
LA00351	Appelvitz	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
LA00352	Äbbel-win	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
LB00004	Babbel-wasser	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LB00183	Bäre-dreck	Substantiv	Süßholzsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Saft
LB00331	Paure-wein	Substantiv	ungekelteter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
LB00479	Pek I	Substantiv	saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein; Essig
LB00755	Bier II	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier
LB01103	Blotz-milch	Substantiv	Buttermilch, die durch Butter blotze entsteht	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch
LB01322	Brach	Substantiv	dicke Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch	Dickmilch
LB01350	Brannte-win	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Branntwein
LB01497	Brockel	Substantiv	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch	Sauermilch
LD00368	Dick-milch	Substantiv	sauer Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch; saure Milch; Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch	Sauermilch
LD00695	Drank	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstwasser	Obstwasser
LD00818	Trep(s)	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LD00927	Dronk	Substantiv	Trank, heilkräftiges Getränk	Getränk	Trank	Getränk	Trank	Trank
LD00927	Dronk	Substantiv	Trunk	Getränk	Trunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	[ungültig]	No matching term found.
LD00971	Druff	Substantiv	trüber Wein als Faßrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Tafelwein	Tafelwein
LD01008	Drusenbrantwin	Substantiv	fast allg. Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Branntwein
LD01116	Tur II	Substantiv	Runde	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	[ungültig]	No matching term found in the list.
LD01139	Turne	Substantiv	Runde, für jeden am Tisch ein Glas	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	[ungültig]	Rundbier
LE00056	Eichelkaffee	Substantiv	Eichelkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Eichelkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	[ungültig]	No matching term found in the list.
LF00916	Vir-schotz	Substantiv	der erste Branntwein, der beim Brennen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kornbrand	Kornbrand
LF00954	Vitz	Substantiv	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Obstwein; Fruchtwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Obstwein	Obstwein
LF01130	Föll-wein	Substantiv	Füllwein, Wein zum Nach- und Auffüllen im Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Tafelwein; Landwein	Tafelwein; Landwein
LF01160	Vor-laf	Substantiv	Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel; Hochprozentiges	Fusel; Hochprozentiges
LF01369	Fusel	Substantiv	geringer, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel; Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Fusel
LG00244	Ge-drenks	Substantiv	Getränke	Getränk	Getränk	Getränk	Getränk	Getränk
LG00339	Geischt	Substantiv	Weingeist, Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Hochprozentiges; Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Weinbrand	Weinbrand
LG00782	Giges I	Substantiv	schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein; Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Fusel
LG00947	Gom	Substantiv	ein süßliches Getränk	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Zuckerwasser; Sirup; Zuckersaft	Zuckerwasser; Sirup; Zuckersaft
LG00987	Grächen	Substantiv	neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer	Federweißer
LG01050	Gräwel-wasser	Substantiv	schlechter Branntwein, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein; Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Fusel
LG01193	Grumberebrantwein	Substantiv	Kartoffelsprit	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	[ungültig]	Kartoffelschnaps
LH00199	Häns-chen	Substantiv	ein Achtel Liter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LH00357	Heffen	Substantiv	ein Gläschen Hefenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand	Obstbrand
LK00024	Kaffee	Substantiv	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee
LK00028	Kaffeebrih	Substantiv	schlechter Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee; Brühe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Plörre	Plörre
LK00259	Kassis	Substantiv	Likör, der aus der Frucht derselben zubereitet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Cassis; Johannisbeerlikör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Cassis	Cassis
LK00343	Keizen	Substantiv	schlechter Wein, Krätzer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Tafelwein	Tafelwein
LK00372	Kelterwein	Substantiv	Wein von gekelterten Trauben im Gegensatz zu	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
LK00547	Kirsch	Substantiv	Kirschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschwasser; Kirschgeist	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirschwasser	Kirschwasser
LK01060	Kowen-bretchen	Substantiv	Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LK01499	Kwetsch I	Substantiv	Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser
LK01505	Kwetschwasser	Substantiv	Zwetschenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zwetschgenbrand	Zwetschgenbrand
LL00401	Lier	Substantiv	Holzapfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Apfelwein
LM00027	Mawebitter	Substantiv	Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Magenbitter; Verdauungsschnaps; Digestif	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Magenbitter	Magenbitter
LM00226	Matten	Substantiv	geronnene Milch, aus der Käse gemacht wird; Käsmatte	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch	Sauermilch
LM00280	Mehlsuffe	Substantiv	Trank mit beigemischtem M. für die Haustiere	Getränk	Trank	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Saft	Saft
LM00317	Melkersch	Substantiv	soviel Milch, als in einem Mal gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Frischmilch	Frischmilch
LM00416	Milch	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
LM00470	Mirabell	Substantiv	Mirabellenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Marillenbrand	Mirabell likör; Marillenbrand
LM00620	Moschketeller	Substantiv	Muskatellertraube, –wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißwein	Muskatellertraube; Weißwein
LM00677	Mupp	Substantiv	schlechter, minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Fusel
LM00713	Musikante-brih	Substantiv	(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe	Brühe
LN00228	Ninni	Substantiv	Milch in der Kindersprache	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
LO00248	Owes-dronk	Substantiv	Abendtrunk	Getränk	Trunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif	Digestif
LO00251	Owesstrach	Substantiv	die am Abend gemolkene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	[ungültig]	"Abendmilch ist nicht aufgeführt, daher ist eine passende Übersetzung für ""die am Abend gemolkene Milch"" nicht direkt verfügbar. Ein passender Begriff aus der Liste ist jedoch nicht ersichtlich, aber die Beschreibung passt am ehesten zu Frischmilch oder einer spezifischen Art von Milch, die jedoch nicht explizit genannt wird. Da ""Abendmilch"" nicht aufgeführt ist und es keine direkte Entsprechung gibt, könnte man argumentieren, dass es sich um eine Art von Frischmilch handelt, aber da dies nicht explizit als Option zur Verfügung steht und die Frage nach dem ""most appropriate term"" fragt, bleibt nur die allgemeine Kategorie, in die diese Milch fällt, was jedoch nicht direkt angegeben werden kann. Die Beschreibung passt am besten zu einer Art von Milch, die direkt nach der Milchgewinnung konsumiert oder verarbeitet wird, aber ohne spezifischen Begriff bleibt es bei einem allgemeinen Verweis auf den Milchtyp, der hier nicht explizit genannt ist. Die Frage scheint jedoch nach einem spezifischeren Begriff zu fragen, der die Beschreibung ""die am Abend gemolkene Milch"" direkt entspricht, was in der Liste nicht klar zu finden ist. 

Frischmilch"
LR00162	Rattegift	Substantiv	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel	Fusel
LR00330	Rend I	Substantiv	Runde	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	[ungültig]	No term fits.
LR00660	Runding	Substantiv	Runde	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	[ungültig]	None of the provided terms match the given dictionary entry.
LS00052	Saft	Substantiv	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	Saft
LS00279	Schampanjer	Substantiv	Champagnerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner; Sekt; Schaumwein	Champagner; Sekt; Schaumwein
LS00327	Scharlacher	Substantiv	Schnaps, sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LS00650	Schlauder-wasser	Substantiv	dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe	Brühe
LS00708	Schlewe-schnabbs	Substantiv	Schlehenschnapps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstwasser; Obstschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	[ungültig]	Schlehen-Schnaps
LS00787	Schlupp I	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LS00792	Schluri	Substantiv	Spitzname für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Plörre	Plörre
LS00907	Schnaps	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LS01000	Schnik	Substantiv	Fusel, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein; Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel; Branntwein	Fusel; Branntwein
LS01029	Schnorres	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LS01115	Schorbacher	Substantiv	gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Kartoffelschnaps; Schnaps
LS01563	Sirop	Substantiv	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Sirup	Sirup
LS01713	Spenn	Substantiv	Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	[ungültig]	Muttermilch
LS01837	Spret	Substantiv	Sprit, Spiritus, schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Fusel; Schnaps	Fusel; Schnaps
LS01858	Spruddel	Substantiv	Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Sprudel; Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Sprudel	Sprudel
LS02218	Strach	Substantiv	soviel auf einmal an Milch gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
LS02255	Strechersch	Substantiv	die Menge Milch, die beim einmaligen Melken erzeugt wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch
LS02444	Suff	Substantiv	steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	Getränk	Trank	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinkwasser; Brunnenwasser	Trinkwasser; Brunnenwasser
LS02490	Surmilich	Substantiv	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch; saure Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Sauermilch	Sauermilch
LW00150	Wasser	Substantiv	in aller Frühe getrunkener Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Lebenswasser	Lebenswasser
LW00150	Wasser	Substantiv	wässeriger Kaffee, dünne Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Wasser	Wasser
LW00353	Widderdaifer	Substantiv	Name für Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
LW00386	Wih-wasser	Substantiv	Schnaps, der in der Frühe getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Zielwasser	Zielwasser
LW00407	Win	Substantiv	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein
LW00439	Winkof	Substantiv	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Getränk	Trunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
LW00444	Winscho	Substantiv	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Glühwein	Glühwein
LZ00261	Zwelfer	Substantiv	ein Schnaps zu 12	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
PA00150	Abend-milch	Substantiv	Milch, die am Abend gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	[ungültig]	Abendmilch
PA01307	Alkohol	Substantiv	Alkohol	Getränk	Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Spirituose	Spirituose
PA02392	An-trunk	Substantiv	erster Trunk	Getränk	Trunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier
PA02488	Apfel-, Äpfel-bumpes	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
PA02492	Apfel-fiez	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
PA02502	Apfel-gückes	Substantiv	Apfelwein minderer Sorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
PA02521	Apfel-mops	Substantiv	nachgemachter Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
PA02522	Apfel-most	Substantiv	Apfelmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Apfelsaft; Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubenmost; Apfelsaft	Traubenmost; Apfelsaft
PA02536	Apfel-, Äpfel-saft	Substantiv	Apfelsaft, Äpfelsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Apfelsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Apfelsaft	Apfelsaft
PA02561	Apfel-, Äpfel-wein	Substantiv	Apfelwein, Äpfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Apfelwein	Apfelwein
PA02579	Apparaten-milch	Substantiv	Milch, die durch die Zentrifuge entrahmt ist	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Frischmilch	Frischmilch
PA02627	Arbeiter-sekt	Substantiv	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Mineralwasser; Selters; Selterswasser; Soda; Sodawasser; Sprudel; Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Mineralwasser	Mineralwasser
PA02886	Ast-heimer	Substantiv	Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Obstwein; Fruchtwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Obstwein	Obstwein
PA03037	Auf-enthalt	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Schnaps	Schnaps
PA03060	Auffüll-wein	Substantiv	Wein zum Auffüllen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Landwein	Landwein
