ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
LS00052	Saft	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
LS00279	Schampanjer	Champagnerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken	Trinken
LS00327	Scharlacher	Schnaps, sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS00650	Schlauder-wasser	dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
LS00708	Schlewe-schnabbs	Schlehenschnapps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS00787	Schlupp I	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS00792	Schluri	Spitzname für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
LS00907	Schnaps	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS01000	Schnik	Fusel, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS01029	Schnorres	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS01115	Schorbacher	gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS01563	Sirop	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
LS01713	Spenn	Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
LS01837	Spret	Sprit, Spiritus, schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LS01858	Spruddel	Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
LS02218	Strach	soviel auf einmal an Milch gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
LS02255	Strechersch	die Menge Milch, die beim einmaligen Melken erzeugt wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
LS02444	Suff	steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	Getränk	Other	other
LS02450	Sufferei	Säuferei, anhaltendes Trinken, Trinkgelage	Trinken.Alkohol_trinken;Trinken.Häufig_lange_trinken	Trinken	Trinken
LS02490	Surmilich	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
LW00150	Wasser	wässeriger Kaffee, dünne Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Other	other
LW00150	Wasser	in aller Frühe getrunkener Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LW00353	Widderdaifer	Name für Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
LW00386	Wih-wasser	Schnaps, der in der Frühe getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
LW00407	Win	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
LW00439	Winkof	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Getränk	Other	other
LW00444	Winscho	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Trinken	Trinken
LZ00261	Zwelfer	ein Schnaps zu 12	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PA00150	Abend-milch	Milch, die am Abend gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PA00155	Abend-schoppen	Abendschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PA01307	Alkohol	Alkohol	Getränk	Trinken	Trinken
PA02392	An-trunk	erster Trunk	Getränk	Trinken	Trinken
PA02488	Apfel-, Äpfel-bumpes	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA02492	Apfel-fiez	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA02502	Apfel-gückes	Apfelwein minderer Sorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA02521	Apfel-mops	nachgemachter Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA02522	Apfel-most	Apfelmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PA02536	Apfel-, Äpfel-saft	Apfelsaft, Äpfelsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PA02561	Apfel-, Äpfel-wein	Apfelwein, Äpfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA02579	Apparaten-milch	Milch, die durch die Zentrifuge entrahmt ist	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PA02627	Arbeiter-sekt	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PA02886	Ast-heimer	Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA03037	Auf-enthalt	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PA03060	Auffüll-wein	Wein zum Auffüllen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA04088	Aus-stich	Beerenauslese, edelster Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PA04089	Ausstich-wein	edelster Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB00145	Päckel-brühe	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB00373	Bajaß-seiche	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB00523	Bampel-brühe	minderwertiger Wein, dünner Kaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	Trinken	Trinken
PB00549	Bamsche	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PB00617	Bankerotts-brühe, Bankerott-brühe	dünner, schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB00620	Bankerottsmacher-brühe, Bankerottmacher-brühe	dünner, schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB00757	Pappel-wasser	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB01168	Batzen-wein	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB01184	Bauch-bläser	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB01216	Bauchweh-wasser	Zwetschgenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PB01220	Baudel-brühe	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PB01317	Bauern-wein	Wein, den die Bauern für den eigenen Gebrauch herstellen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB01499	Pech-milch	die erste gelbe Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB02066	Perl-kaffee	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PB02644	Pfand-wein	verpfändeter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB02736	Pfeffer-minze, -minz	Pfefferminztee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PB02740	Pfefferminz-tee	Pfefferminztee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PB02741	Pfefferminz-wasser	Getränk aus Pfefferminzessenz und Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Trinken	Trinken
PB02869	Pferds-milch	Stutenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB03008	Pflaster	Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03368	Bier	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PB03415	Bier-schlorum	schlechtes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PB03442	Biest-milch	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB03609	Pink-pille	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB03661	Bippel-henker	derbe Bez. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB03661	Bippel-henker	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03715	Birnen-bumpes	Wein, den man aus Birnenselbst hergestellt hat	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03729	Birnen-most	Birnensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PB03731	Birnen-puff	Wein, den man aus Birnen (und Äpfeln) selbst hergestellt hat	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03733	Birnen-saft	Birnensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PB03735	Birnen-schnackel	verächtlich für schlechten Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03741	Birnen-wein	Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03844	Bitter-wasser	ein sehr bitter schmeckendes Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PB03868	Bitzler	junger, noch gärender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03946	Plämpel	schlechter Wein, minderwertiger Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB03947	Plämpel-brühe	schlechter Wein, minderwertiger Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04154	blau	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PB04279	Bleff	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04481	Blume	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04647	Blut-wein	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04693	Bock-bier	Starkbier mit hohem Stammwürzegehalt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PB04748	Böckser	von verdorbenem Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Other	other
PB04748	Böckser	Most, der in der Gärung das Süße verloren hat	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04748	Böckser	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04755	Böcksler	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB04755	Böcksler	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB04761	Bocks-seiche	schlechtes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PB04859	Bohnen-kaffee	Bohnenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB04922	Polack	Rest eines Getränkes im Glas	Getränk	Trinken	Trinken
PB05580	Brand	brennender Durst	Durst	Trinken	Trinken
PB05629	Brannte-wein, Brannt-wein	Branntewein, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PB05642	Branntwein-schnäpsel	ein Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PB05678	Brast	Durst	Durst	Trinken	Trinken
PB05724	Bratz	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB05741	Brauhaus-bier	Biersorte aus Frankth	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PB06029	Preß-most	durch Pressen gewonnener Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PB06123	Briester	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB06125	Briester-milch	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB06313	Brombeerenlaub-tee	Brombeerenblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PB06562	Brühe	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB06562	Brühe	Beeren-, Gemüsesaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PB06562	Brühe	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB06629	Brummelsbeerblätter-tee	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PB06831	Bruttel	trübe Brühe	Getränk	Other	other
PB06831	Bruttel	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB06832	Bruttel-brühe	schlechtes Kaffeegetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB06974	Büchsen-milch	Büchsenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB07038	Buckskin	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB07052	Pudel	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken	Trinken
PB07085	Puff	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB07282	Bumpes	schlechter Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB07380	Buppes	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PB07749	Butter-milch	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PB07852	Butzen-milch, Butze-milch	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PB07865	Butzicht-milch	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PD00309	Taglöhners-wein, Taglöhner-wein	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD00533	Tal-wein	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD00571	Dämmer-schoppen	kleiner Abendtrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PD01407	Tausendgüldenkraut-tee	Tee aus Tausendguldenkraut	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PD01569	Tee	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PD01569	Tee	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Trinken	Trinken
PD02004	Teufels-gesöff, Teufel-gesöff	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PD02202	Dick-milch	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PD02573	Tisch-wein	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD02627	Dividenden-brühe	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PD02628	Dividenden-wasser	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PD02922	Doppel-bier	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PD02923	Doppel-bock	besonders starkes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PD02947	Doppel-kümmel	doppelt abgezogener Kümmelbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Other	other
PD03425	Drachen-töter	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD03596	Trank	Getränk	Getränk	Trinken	Trinken
PD03746	Trauben-most	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Trinken	Trinken
PD03753	Trauben-puff	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD03764	Trauben-wein	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD03870	Treber-most	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD03871	Treber-wein	aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD03964	Dreck-milch	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PD04171	Drei-männer	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04173	Dreimänner-wein	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04291	Trester-most	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04295	Trester-schnaps	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PD04296	Trester-wasser	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04431	Trink	Trunk	Getränk	Trinken	Trinken
PD04433	Trink-branntwein	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PD04436	Trinkens, Trinken	Getränk für Menschen	Getränk	Trinken	Trinken
PD04443	Trink-stieben	heftiger Durst	Durst	Trinken	Trinken
PD04445	Trink-wasser	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken	Trinken
PD04446	Trink-wein	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04512	Triumph-bock	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PD04576	Troll-schoppen	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Trinken	Trinken
PD04611	Tropfs-bier	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Other	other
PD04669	Trub, Trube	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PD04688	Trub-wein	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04691	Druck	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Other	other
PD04713	Drücker	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Other	other
PD04718	Drücker-wein	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04804	Trunk	was man auf einmal trinkt	Getränk	Trinken	Trinken
PD04804	Trunk	Getränk	Getränk	Trinken	Trinken
PD04809	Trunk-wein	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04832	Druschelbeeren-wein	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD04844	Druschel-schnaps	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PD04846	Druschel-wein	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD05026	Dullianer	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD05027	Dullianer-brühe	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD05594	Türken-wein	spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD05604	Turko	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PD05712	Durst	Durst	Durst	Trinken	Trinken
PD05776	Tut	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken	Trinken
PE00146	Edel-wein	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE00257	Ehr-wein	auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Other	other
PE00282	Eichel-kaffee	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Other	other
PE00406	Eier-wein	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE01305	Elfer, Elfter	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE01315	Elfuhr-messe	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Other	other
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Erdbeerenbowle, Erdbeerbowle	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Other	other
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PE01783	Erdbeeren-wein, Erdbeer-wein	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE01998	Ern-wein	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE02053	Erst-milch	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Other	other
PE02096	Erz-engeler	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PE02211	Essenz	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Trinken	Trinken
PE02324	Eulen-seiche	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PE02328	Eureka	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
PF00455	Faß-bier	Bier aus dem Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Trinken	Trinken
PF00457	Faß-böckser	Wein mit unangenehmem Faßgeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PF00505	Faß-wein	Wein direkt vom Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Trinken	Trinken
PF01444	Vergiß-mein-nicht	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Trinken	Trinken
