xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5	Konzeptübereinstimmung
ES00572	Katzenseckel	Katzenseckel	Substantiv	1.	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
ET02252	Druesen, Drusen	Druesen, Drusen	Substantiv	2.	Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
EW01154	Bappelwasser	Bappelwasser	Substantiv	1.	geistige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	perfekt
EG00283	Burlegiges	Burlegiges	Substantiv	1.	schlechter, gewässerter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	perfekt
EP03711	Bankerottbrüej	Bankerottbrüej	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
EH01203	hüpperen	hüpperen	Verb	4.	trinken	Trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken; Trinken.Schnell_große_Mengen_trinken; Getränk	voll
ES02767	schlamperen	schlamperen	Verb	2.	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	Trinken	Trinken	Trinken; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Trinken.Alkohol_trinken; Durst	voll
ES04592	stäüben	stäüben	Verb	6.	derb für trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken; Trinken.Austrinken; Durst	voll
EP00808	belzen	belzen	Substantiv	4.	trinken, saufen	Trinken; Trinken.Alkohol_trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken; Durst; Getränk	voll
ES02175	schuren II	schuren	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken	Trinken.Alkohol_trinken; Trinken; Trinken.Schnell_große_Mengen_trinken; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken.Alkohol_trinken; Trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken; Durst; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk	voll
ES00301	Suferei	Suferei	Substantiv	2.	Trinkgelage	Trinken.Alkohol_trinken	kein_Trinken	kein_Trinken	kein_Trinken	kein
ES03508	schnäpslen	schnäpslen	Verb	1.	Schnäpschen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken	voll
EP00137	bëcheren	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Trinken.Langsam_kleine_Mengen_trinken; Trinken.Geräuschvoll_trinken	perfekt
ES01069	supperen	supperen	Substantiv	1.	beim Trinken ein schlürfendes Geräusch verursachen	Trinken.Geräuschvoll_trinken	kein_Trinken	kein_Trinken	kein_Trinken	kein
EP01858	bürsten	bürsten	Verb	3.	viel trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken; Trinken.Austrinken; Durst	voll
PA00825	ab-trinken	abtrinken	Verb	1	von oben wegtrinken	Trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken; Getränk; Trinken.Langsam_kleine_Mengen_trinken	voll
PA00825	ab-trinken	abtrinken	Verb	2	ein Glas Bier oder Wein leeren	Trinken.Austrinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken.Alkohol_trinken; Trinken.Austrinken; Trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Trinken.Langsam_kleine_Mengen_trinken	Trinken.Alkohol_trinken; Trinken.Austrinken; Trinken; Trinken.Schnell_große_Mengen_trinken; Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Trinken.Langsam_kleine_Mengen_trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	voll
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	Trinken.Austrinken	Trinken.Austrinken	Trinken.Austrinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Austrinken; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Geräuschvoll_trinken	perfekt
PB00617	Bankerotts-brühe, Bankerott-brühe	Bankerottsbrühe, Bankerottbrühe	Substantiv	-	dünner, schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk	perfekt
PB01184	Bauch-bläser	Bauchbläser	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk	perfekt
PB01548	be-dudeln	bedudeln	Verb	2	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken.Austrinken	voll
PB01633	be-hauen	behauen	Verb	2a	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	voll
PB02130	be-sabeln	besabeln	Verb	1	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	voll
PB02741	Pfefferminz-wasser	Pfefferminzwasser	Substantiv	-	Getränk aus Pfefferminzessenz und Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	perfekt
PB02931	pfiffeln	pfiffeln	Verb	2	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken; Trinken; Trinken.Schnell_große_Mengen_trinken; Getränk; Trinken.Austrinken	voll
PB03816	pitschen	pitschen	Verb	1	trinken	Trinken.Alkohol_trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken; Trinken.Schnell_große_Mengen_trinken; Getränk	voll
PB03946	Plämpel	Plämpel	Substantiv	2	schlechter Wein, minderwertiger Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk	perfekt
PB06629	Brummelsbeerblätter-tee	Brummelsbeerblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	Trinken.Alkohol_trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Getränk	Trinken; Trinken.Alkohol_trinken; Getränk; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken	voll
PD01207	tätschern	tätschern	Verb	-	trinken	Trinken.Alkohol_trinken	Trinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken	Trinken; Trinken.Alkohol_trinken; Trinken.Austrinken; Trinken.Schnell_große_Mengen_trinken; Getränk	voll
PD03871	Treber-wein	Treberwein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	perfekt
PD04431	Trink	Trink	Substantiv		Trunk	Getränk	Getränk	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Trinken; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	voll
PD04435	trinken	trinken	Verb	1a	Flüssigkeit zu sich nehmen	Trinken	Trinken	Trinken; Getränk; Trinken.Alkohol_trinken	Trinken; Getränk; Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken.Austrinken	voll
PD04435	trinken	trinken	Verb	1b	regelmäßig und zuviel Alkohol trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken; Trinken; Trinken.Austrinken; Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken	perfekt
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PE00863	ein-schlürfen	einschlürfen	Verb	-	einschlürfen	Trinken.Geräuschvoll_trinken	kein_Trinken	kein_Trinken	kein_Trinken	kein
PE02053	Erst-milch	Erstmilch	Substantiv	-	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PF01323	ver-dursteln	verdursteln	Verb	-	zur Löschung des Durstes verbrauchen	Trinken	kein_Trinken	kein_Trinken	kein_Trinken	kein
PF02260	Verschnitt-wein	Verschnittwein	Substantiv	-	Wein, der zum Verschneiden verwendet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PF03618	Flaschen-milch	Flaschenmilch	Substantiv	-	in Flaschen an den Verbraucher gelieferte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk; Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PF04532	Vor-lauf	Vorlauf	Substantiv	2	der beim Brennen zuerst ausfließende, sehr starke und ungenießbare Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Trinken.Alkohol_trinken; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	voll
PF05529	Fuchs	Fuchs	Substantiv	x2d'g	rötlicher Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk	perfekt
PG00215	Gamaschen-wasser	Gamaschenwasser	Substantiv	-	Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PG00886	Gebirgs-wein	Gebirgswein	Substantiv	-	Gebirgswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	perfekt
PG04644	Grün-kopf	Grünkopf	Substantiv	2b	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	perfekt
PH00898	Händel-stifter	Händelstifter	Substantiv	2	starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	perfekt
PH01743	Haus-blume	Hausblume	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk	perfekt
PH02402	heim-tun	heimtun	Verb	2c	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken; Trinken; Trinken.Austrinken; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	voll
PH03353	Herrgotts-wein, Herrgott-wein	Herrgottswein, Herrgottwein	Substantiv	-	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk	perfekt
