xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PB07038	Buckskin	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PB07052	Pudel	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Kaffee → Kaffee
PB07085	Puff	Substantiv	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The definition provided is ambiguous as it refers to a beverage consumed at home without specifying temperature or alcohol content. Therefore, the higher-level generic concept is chosen.

Getränk"	3	3.0	Wein → Getränk
PB07282	Bumpes	Substantiv	schlechter Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The term ""Bumpes"" refers specifically to bad wine or pomace wine, fitting under the alcoholic cold beverages category within the drinks hierarchy.

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
PB07380	Buppes	Substantiv	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PB07749	Butter-milch	Substantiv	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PB07852	Butzen-milch, Butze-milch	Substantiv	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PB07865	Butzicht-milch	Substantiv	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	"The most appropriate concept for ""Butzicht-milch"" is:

**Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk**

Answer:
Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PD00309	Taglöhners-wein, Taglöhner-wein	Substantiv	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD00533	Tal-wein	Substantiv	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD00571	Dämmer-schoppen	Substantiv	kleiner Abendtrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken		9	9.0	
PD01407	Tausendgüldenkraut-tee	Substantiv	Tee aus Tausendguldenkraut	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD01569	Tee	Substantiv	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD01569	Tee	Substantiv	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	0	0.0	Tee → Tee
PD02004	Teufels-gesöff, Teufel-gesöff	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD02202	Dick-milch	Substantiv	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PD02573	Tisch-wein	Substantiv	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The definition specifies that Tischwein is wine consumed with meals. This fits directly under ""Wein"" in the hierarchy.

Step-by-step explanation:
- The headword is a type of wine, so it falls under ""Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.""
- No ambiguity since Tischwein is specifically about table wine without indicating a subtype.

Answer: Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
PD02627	Dividenden-brühe	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02628	Dividenden-wasser	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	"The definition explicitly matches one specific concept in the list.

`Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier`"	0	0.0	Bier → Bier
PD02922	Doppel-bier	Substantiv	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02923	Doppel-bock	Substantiv	besonders starkes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD02947	Doppel-kümmel	Substantiv	doppelt abgezogener Kümmelbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD03425	Drachen-töter	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03596	Trank	Substantiv	Getränk	Getränk	Getränk	"The headword ""Trank"" translates to ""drink"" or ""beverage."" The definition provided is simply ""Getränk,"" which also means ""beverage."" Among the concepts listed, ""Getränk"" is the highest-level and most appropriate match. There's no ambiguity requiring a more specific category.

Getränk"	0	0.0	Getränk → Getränk
PD03746	Trauben-most	Substantiv	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	0	0.0	Saft → Saft
PD03753	Trauben-puff	Substantiv	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03764	Trauben-wein	Substantiv	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03870	Treber-most	Substantiv	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03871	Treber-wein	Substantiv	aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD03964	Dreck-milch	Substantiv	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken		9	9.0	
PD04171	Drei-männer	Substantiv	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04173	Dreimänner-wein	Substantiv	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04291	Trester-most	Substantiv	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The concept that best fits ""Trester-most"" is:

**Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein**"	0	0.0	Wein → Wein
PD04295	Trester-schnaps	Substantiv	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04296	Trester-wasser	Substantiv	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04431	Trink	Substantiv	Trunk	Getränk	kein_Trinken		9	9.0	
PD04433	Trink-branntwein	Substantiv	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04436	Trinkens, Trinken	Substantiv	Getränk für Menschen	Getränk	Trinken	"The most appropriate concept for the dictionary entry ""Trinkens, Trinken"" with the definition ""Getränk für Menschen"" is:

**Getränk**

This is because the definition refers broadly to beverages without specifying temperature or alcohol content."	8	8.0	
PD04443	Trink-stieben	Substantiv	heftiger Durst	Durst	Durst	Durst	0	0.0	Durst → Durst
PD04445	Trink-wasser	Substantiv	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	0	0.0	Wasser → Wasser
PD04446	Trink-wein	Substantiv	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04512	Triumph-bock	Substantiv	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	0	0.0	Bier → Bier
PD04576	Troll-schoppen	Substantiv	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	1	1.0	Alkoholhaltiges Kaltgetränk → Bier
PD04611	Tropfs-bier	Substantiv	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	"The dictionary entry refers to a specific type of beer that drips from the tap after pouring. Therefore, the most appropriate concept is:

**Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier**

Answer: Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	0	0.0	Bier → Bier
PD04669	Trub, Trube	Substantiv	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken		9	9.0	
PD04688	Trub-wein	Substantiv	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04691	Druck	Substantiv	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken		9	9.0	
PD04713	Drücker	Substantiv	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken		9	9.0	
PD04718	Drücker-wein	Substantiv	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04804	Trunk	Substantiv	was man auf einmal trinkt	Getränk	kein_Trinken		9	9.0	
PD04804	Trunk	Substantiv	Getränk	Getränk	Getränk	Getränk	0	0.0	Getränk → Getränk
PD04809	Trunk-wein	Substantiv	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04832	Druschelbeeren-wein	Substantiv	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD04844	Druschel-schnaps	Substantiv	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PD04846	Druschel-wein	Substantiv	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD05026	Dullianer	Substantiv	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD05027	Dullianer-brühe	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD05594	Türken-wein	Substantiv	spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The dictionary entry refers specifically to a type of wine, which falls under the alcoholic cold beverages category. 

The concept is:

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
PD05604	Turko	Substantiv	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PD05712	Durst	Substantiv	Durst	Durst	Durst	"The dictionary entry for ""Durst"" directly refers to the state of feeling thirsty, which matches the concept ""Durst"" from the provided list. There's no ambiguity or need to consider other categories since the definition is straightforward.

Durst"	0	0.0	Durst → Durst
PD05776	Tut	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Trinken.Geräuschvoll_trinken	"The concept that best fits the dictionary entry for ""Tut"" (Milch) is focused on the action of noisy drinking. 

Trinken.Geräuschvoll_trinken"	8	8.0	
PE00146	Edel-wein	Substantiv	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE00257	Ehr-wein	Substantiv	auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE00282	Eichel-kaffee	Substantiv	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	"The headword ""Eichel-kaffee"" refers to a coffee substitute made from roasted chestnuts, which falls under ersatz coffee. Therefore, the most appropriate concept is:

Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee

**Answer:**
Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	0	0.0	Ersatzkaffee → Ersatzkaffee
PE00406	Eier-wein	Substantiv	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The dictionary entry defines ""Eier-wein"" as a type of wine mixed with egg and sugar, fitting under alcoholic cold beverages.

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
PE01305	Elfer, Elfter	Substantiv	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE01315	Elfuhr-messe	Substantiv	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken		9	9.0	
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Substantiv	Erdbeerenbowle, Erdbeerbowle	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	3	3.0	Alkoholhaltiges Kaltgetränk → Saft
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Substantiv	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PE01783	Erdbeeren-wein, Erdbeer-wein	Substantiv	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE01998	Ern-wein	Substantiv	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken		9	9.0	
PE02053	Erst-milch	Substantiv	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken		9	9.0	
PE02096	Erz-engeler	Substantiv	eine Weinbezeichnung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PE02211	Essenz	Substantiv	Kaffee-Ersatz, Zichorie	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	kein_Trinken		9	9.0	
PE02324	Eulen-seiche	Substantiv	verächtlich von abgestandenem Bier und anderen Getränken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk;Getränk	1	2.0	Bier → Alkoholhaltiges Kaltgetränk
PE02328	Eureka	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF00455	Faß-bier	Substantiv	Bier aus dem Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	"The most appropriate concept for ""Faß-bier"" is Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier.

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	0	0.0	Bier → Bier
PF00457	Faß-böckser	Substantiv	Wein mit unangenehmem Faßgeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken		9	9.0	
PF00505	Faß-wein	Substantiv	Wein direkt vom Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
PF01444	Vergiß-mein-nicht	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF02260	Verschnitt-wein	Substantiv	Wein, der zum Verschneiden verwendet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The headword ""Verschnittwein"" refers to a type of wine used for blending. The definition points specifically to it being a kind of wine, fitting under the Wein category within Alkoholhaltiges Kaltgetränk.

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
PF02878	Feuer-wasser	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
PF03163	Fiez	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	1	1.0	Wein → Alkoholhaltiges Kaltgetränk
PF03588	Flanz	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PF03618	Flaschen-milch	Substantiv	in Flaschen an den Verbraucher gelieferte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
PF03625	Flaschen-wein	Substantiv	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
