xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5	Quote	Falsche Zusätzliche	ExaktGleich	Konzeptgruppe
PG00438	Garn-sack	Garnsack	Substantiv	-	Fangnetz für Vögel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11515	Strang-schläger	Strangschläger	Substantiv	-	Pferd, das die Unart hat, über die Stränge zu schlagen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG00626	Gattings-kuh	Gattingskuh	Substantiv	-	passende Kuh	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB05524	Brach-wiese	Brachwiese	Substantiv	-	auf Brachland angelegte Wiese	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB01849	Belgier	Belgier	Substantiv	-	Name einer Pferderasse (schweres Pferd)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR01351	Reiter-schule	Reiterschule	Substantiv	-	Karussell	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG01551	Gelb-füße	Gelbfüße	Substantiv	x	Neckname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB06345	Prophet	Prophet	Substantiv	2b	(ü) sachl.	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11314	Stör-näherin	Störnäherin	Substantiv	-	Schneiderin, die ins Haus kommt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB07542	bus	bus	Adjektiv	-	tuberkulös (vom Rindvieh)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02292	An-stand	Anstand	Substantiv	2	Anstand auf der Jagd	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS12129	Stuben-mücke	Stubenmücke	Substantiv	-	Stubenfliege (Musca domestica)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00144	nach-plärren	nachplärren	Verb	x	nachschreien, nachbrüllen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR00308	ranksen	ranksen	Verb	4b	schimpfen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF04895	vorwärts-gehen	vorwärtsgehen	Verb	-	gut vonstatten gehen, sich günstig entwickeln	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05803	Schurgelchens	Schurgelchens	Substantiv	-	ein Klickerspiel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH00884	Handel	Handel	Substantiv	1a	Kauf und Verkauf von Waren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE01290	Elends-klamm	Elendsklamm	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02667	Ver-zeichnis	Verzeichnis	Substantiv	1	Schulzeugnis	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL01760	Leute-schinder	Leuteschinder	Substantiv	1a	reicher Mensch, der die Armen unterdrückt und ausnützt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB03162	Pfuhl-pritsche	Pfuhlpritsche	Substantiv	-	Einspännerkarren, auf dem das Jauchefaß transportiert wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03467	Auf-zug	Aufzug	Substantiv	1	Vorrichtung zum Heben von Lasten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS12503	sudeln	sudeln	Verb	4b	gleichzeitig regnen und schneien	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS04207	schnappen	schnappen	Verb	2b	(durch Kopfnicken) zustimmen, bejahen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS02488	Schinägler	Schinägler	Substantiv	-	Arbeiter	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB04074	Platsch-maul	Platschmaul	Substantiv	-	wer viel und Schlechtes über andere redet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02525	Heller-zins	Hellerzins	Substantiv	+	Geldleistung in Hellern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11757	Streuner	Streuner	Substantiv	-	wer draußen herumläuft, herumirrt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF00630	Faul-lieschen	Faullieschen	Substantiv	-	Akelei	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR01799	Ringel-hafte	Ringelhafte	Substantiv	-	Öse, in die die Hafte eingehängt wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01128	Katzen-haar	Katzenhaar	Substantiv	2b	ein nicht näher bezeichnetes Unkraut	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK00839	Kaschmir	Kaschmir	Substantiv	-	feiner Wollstoff (früherer Zeit)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD03115	Dorn, Dornen	Dorn, Dornen	Substantiv	'1.2a	Stahlbolzen zum Durchlöchern von Eisenblech, auch zum Erweitern von Löchern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL01883	liederig, liedrig	liederig, liedrig	Adjektiv	2	kränklich, gesundheitlich hinfällig	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM02794	Mords-kaffer	Mordskaffer	Substantiv	-	dummer Kerl	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS04972	Schöffe	Schöffe	Substantiv	-	ehrenamtlicher Laienrichter	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02443	Heirats-jahre	Heiratsjahre	Substantiv	-	Heiratsalter	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02713	Armen-recht	Armenrecht	Substantiv	-	Armenrecht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB05606	Brand-platscher	Brandplatscher	Substantiv	-	Huflattich (Tussilago farfara)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00327	ab-jagen	abjagen	Verb	1	durch Jagen ermüden, abhetzen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01739	Kienholz-fackel	Kienholzfackel	Substantiv	-	Leuchte aus Kiefernholz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL01189	Lehnung	Lehnung	Substantiv	1	Verpachtung, insbes. öffentliche Pachtvergabe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR01836	Ring-wurst	Ringwurst	Substantiv	-	große Wurst	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD04933	Tuch-rock	Tuchrock	Substantiv	-	Tuchrock	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD03149	dornig	dornig	Adjektiv	-	dornig	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL00794	Lauf-pfeiler	Laufpfeiler	Substantiv	-	Armbrust der Knaben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05905	Schutt-halde	Schutthalde	Substantiv	-	Abraumhalde des Steinbruchs	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00078	Nach-geschwistergockel	Nachgeschwistergockel	Substantiv	-	weitläufiger Verwandter	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02148	an-reiben	anreiben	Verb	-	entzünden, auflösen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF03015	Vieh-natur	Viehnatur	Substantiv	-	kerngesunde, widerstandsfähige Körperbeschaffenheit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11397	Stotterin	Stotterin	Substantiv	-	eine stotternde Frau	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS03267	Schleuder	Schleuder	Substantiv	1a	Steinschleuder, bes. Gummischleuder der Knaben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10879	stiel-faul	stielfaul	Adjektiv	-	mit Fäulnisstellen am Stiel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00363	Nack-arsch	Nackarsch	Substantiv	3a	Herbstzeitlose (Colchicum autumnale)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00363	Nack-arsch	Nackarsch	Substantiv	2b	wirtschaftlich ruinierter Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02985	Vieh-hafen	Viehhafen	Substantiv	1	eiserner, großer Topf zum Kochen des Viehfutters	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF05611	führen	führen	Verb	I2a'b	befördern, transportieren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02053	Kirbe-kranz	Kirbekranz	Substantiv	x2	Kranz (Kränze) am Kirbebaum	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH03807	herum-stiefeln	herumstiefeln	Verb	-	viel unterwegs sein	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PJ00164	japsen	japsen	Verb	-	nach Luft schnappen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM01143	Maul-löcher	Maullöcher	Substantiv	-	Nüstern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK04609	Krätscher	Krätscher	Substantiv	-	Eichelhäher	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW03861	Würz-stüpfe	Würzstüpfe	Substantiv	+f	womit oder in was Gewürze zerstoßen werden	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW03409	Wolfs-kreiser	Wolfskreiser	Substantiv	+	zum Wolfsfang angestellte Person	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02939	heraus-witschen	herauswitschen	Verb	1	entkommen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD05366	durch-hacken	durchhacken	Verb	1a	entzweihacken (ein Stück Holz, ein Stück Fleisch)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM00059	Madamen-schenkel	Madamenschenkel	Substantiv	-	Flaschenbirne	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PQ00092	Qualm	Qualm	Substantiv	-	Qualm	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG04813	Gummi-zug	Gummizug	Substantiv	-	elastischer Ziehgriff am Schuh	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB00355	Bahn-schlitten	Bahnschlitten	Substantiv	-	Schneepflug	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11351	Stoßer, Stößer	Stoßer, Stößer	Substantiv	6	ein Ferkelhändler	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG01410	Geißler	Geißler	Substantiv	-	Metzger, der hauptsächlich Ziegen schlachtet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS00952	Sau-gast	Saugast	Substantiv	-	unverschämter, grober Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD01150	Tasche, Täsche	Tasche, Täsche	Substantiv	2b'a	Einbuchtung im Mauerwerk	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD01049	Darm-verschlingung	Darmverschlingung	Substantiv	-	Darmverschlingung	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH06651	Hosen-knopf	Hosenknopf	Substantiv	2a'b	Blütenknöpfe der Klette	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD04509	Trittling	Trittling	Substantiv	2	Stiefel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03256	auf-reißen	aufreißen	Verb	I1c	mit dem Grubber bearbeiten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE00904	ein-setzen	einsetzen	Verb	I1a'a	in etwas hineinsetzen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR01347	reitern	reitern	Verb	-	im Galoppschritt huckepack tragen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03222	auf-pitteln	aufpitteln	Verb	-	auflockern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD05138	Dunkel-delle	Dunkeldelle	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00336	Nacht-wisch	Nachtwisch	Substantiv	2b	Mädchen, das sich spät in der Nacht herumtreibt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL00792	läufnig	läufnig	Adjektiv	-	brünstig von Hündin und Katze	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02398	Klamm-haken	Klammhaken	Substantiv	1a	Klammer zum Zusammenhalten des Gerüsts	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01025	Kästen-wald	Kästenwald	Substantiv	1	aus Edelkastanienbäumen bestehender Wald	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PJ00535	Jul-hähnchen	Julhähnchen	Substantiv	-	aus Ton geformter, innen hohler Vogel mit zwei Luftlöchern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ00223	Zatze	Zatze	Substantiv	1a	Hündin	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PJ00363	Johann-Jakob	JohannJakob	Substantiv	2a	ungeschickter, einfältiger Mensch, der sich von anderen ausnutzen läßt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF01340	ver-eisen	vereisen	Verb	-	sich mit einer Eiskruste bedecken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB03475	Bildung	Bildung	Substantiv	-	Bildung	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02961	knäcken	knäcken	Verb	-	ticken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10963	Stinker	Stinker	Substantiv	4	der Pilz Eierbovist	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02767	heraus-fliegen	herausfliegen	Verb	2	aus einer Stellung entlassen werden	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03862	aus-nasen	ausnasen	Verb	-	ausschnüffeln	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF00599	Faul-baum	Faulbaum	Substantiv	2	aus Holz vom Faulbaum gemachter Zapfen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR01221	rein	rein	Adjektiv	'1.I1	sauber, frei von Verunreinigungen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00313	Nacht-schmetterling	Nachtschmetterling	Substantiv	1	eine Mottenart zur Zeit der Heuernte	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH05760	Hoch-schüler	Hochschüler	Substantiv	-	Hochschüler	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM03137	Mühl-stück	Mühlstück	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG03109	Gitarre	Gitarre	Substantiv	-	Gitarre	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE00643	ein-jagen	einjagen	Verb	-	z.B. Angst einjagen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03405	Auf-trag	Auftrag	Substantiv	-	Befehl	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA04161	Aus-weg	Ausweg	Substantiv	-	Ausweg	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PU00439	Um-lauf	Umlauf	Substantiv	1	Bewegung um etwas herum, Kreisbewegung	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW01526	Weide-bube	Weidebube	Substantiv	-	Hirtenjunge	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK03244	kniffelig	kniffelig	Adjektiv	-	genau, pedantisch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH06493	Hoppsa-sa	Hoppsasa	Substantiv	-	leichtfertiger Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD00813	Tappian	Tappian	Substantiv	x	Tölpel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL02319	Lotte	Lotte	Substantiv	'2.2b	offene Stelle auf dem zugefrorenen Rhein	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PU00923	Unter-kaute	Unterkaute	Substantiv	-	Mal, nach dem beim Klickern geworfen wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD03195	Dort	Dort	Substantiv	4	lange, harte Halme im Heu	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH06094	Holder-stock	Holderstock	Substantiv	1	Schwarzer Holunder (Sambucus nigra)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB00427	Balken	Balken	Substantiv	2c	Pflugbaum	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD00928	darauf-kriegen	daraufkriegen	Verb	2	einen Schlag versetzt bekommen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH03548	herum-gucken	herumgucken	Verb	2	zögern, Rücksicht nehmen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05398	Schrott	Schrott	Substantiv	1	zerkleinerter, behauener Hartstein; Abfall beim Steinhauen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB01097	Patsche	Patsche	Substantiv	1a	Backenschlag	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD02017	Teufels-kerl	Teufelskerl	Substantiv	2	unbändiger Kerl, der andern einen Streich spielt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS03478	Schloß-kopf	Schloßkopf	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE01269	Elefanten-zahn	Elefantenzahn	Substantiv	-	Elefantenzahn	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS07903	sommern	sommern	Verb	1	Sommer werden	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL01636	Leseholz-schein	Leseholzschein	Substantiv	-	Erlaubnis des Forstamtes zum Sammeln von Leseholz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW03347	Wohl-lust(en)	Wohllusten, Wohllust	Substantiv	-	Übermut	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02806	heraus-kobern	herauskobern	Verb	-	von einer Krankheit erholen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05951	Schutz-wald	Schutzwald	Substantiv	-	zur Vermeidung der Bodenerosion gepflanzter Wald	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD05140	dunkel-grau	dunkelgrau	Adjektiv	-	dunkelgrau	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PU00728	un-grundig	ungrundig	Adjektiv	-	unsauber	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ00773	Zimtwaffel-eisen	Zimtwaffeleisen	Substantiv	-	Waffeleisen  zum Backen der flachen Zimtwaffeln	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG03245	Glecke, Gleck	Glecke, Gleck	Substantiv	1b	Heubündel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM01028	Matzel	Matzel	Substantiv	1	verhärteter Augenschleim	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD04489	Drittel	Drittel	Substantiv	-	Drittel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK04521	Krampf-ader, Kramp-, Kramm-	Krampfader, Kramp, Kramm	Substantiv	-	Krampfader, Kramp, Kramm	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM00063	Mädchen, Mädel, Mäden	Mädchen, Mädel, Mäden	Substantiv	1b'd	ältere unverheiratete Frau	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB02903	Pfetter, Pfetterich	Pfetter, Pfetterich	Substantiv	4	Anrede des Herrn durch das Gesinde	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR00868	rechten	rechten	Verb	1a	streiten, disputieren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS07459	Sieben-schläfer	Siebenschläfer	Substantiv	2	zur Familie der Bilche gehörende Schlafmaus (Glis glis)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB06195	Priska	Priska	Substantiv	+	weibl. VN	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH02820	heraus-lassen	herauslassen	Verb	3	am Saum verlängern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD02846	Toni	Toni	Substantiv	2	Hundename	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00232	ab-fordern	abfordern	Verb	-	von einem etwas fordern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF05480	Frühjahrs-katze	Frühjahrskatze	Substantiv	-	im Frühling geworfene Katze	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01229	Katzuff, Katzoff	Katzuff, Katzoff	Substantiv	-	Metzger	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE00542	ein-fach	einfach	Adjektiv	1b	schlicht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS03699	Schmal-weg	Schmalweg	Substantiv	+	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00709	ab-setzen	absetzen	Verb	1f	des Amtes entheben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG04317	groß-hansig	großhansig	Adjektiv	-	prahlerisch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PR00071	Rad	Rad	Substantiv	1c	Kurzform für Fahr-, Dampf- Motorrad	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG00495	Garten-land	Gartenland	Substantiv	x2	Gartenbeet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ00525	Zeuge	Zeuge	Substantiv	-	wer z.B. vor Gericht ein eigenes Zeugnis zu einem Ereignis ablegt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH07310	hungern	hungern	Verb	2	nach etwas verlangen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL00581	laß	laß	Adjektiv	1	müde, schlaff, lässig, ohne Energie	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PU00358	Ulster	Ulster	Substantiv	-	(weiter) Mantel für Männer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11867	Stritze	Stritze	Substantiv	x1c	Wurstmaschine des Metzgers	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB05860	breisen	breisen	Verb	+	(ein)schnüren, einfassen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
