xml:id	url	Sprache	Wörterbuch	Lnummer	Lemma_bereinigt	Lemma	Varianten	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama
ET00171	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T00171	Q11	Q8	L122	düchlen	düchlen		Q14	3.	scherzh. trinken	Q20	Q20	Q25	Q20
ET00270	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T00270	Q11	Q8	L123	dudlen, düdlen	dudlen	düdlen	Q14	3.	zechen, trinken	Q20; Q23	Q20; Q23	Q23	Q23
ET01331	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01331	Q11	Q8	L124	Durst	Durst		Q13		Durst	Q21	Q21	Q21	Q21
ET01334	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01334	Q11	Q8	L125	durstig	durstig		Q15		durstig	Q21	Q21	Q21	Q21
ET01335	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01335	Q11	Q8	L126	dürsterig, dürsterlich	dürsterig	dürsterlich	Q15		durstigmachend, durstbringend	Q21		Q21	
ET01557	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01557	Q11	Q8	L127	Düttle, Düttel	Düttle	Düttel	Q13	4.	Muttermilch	Q33		Q33	Q33
ET01713	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01713	Q11	Q8	L128	Traberen, Träberen	Traberen	Träberen	Q13	2.	Treberbranntwein	Q38		Q38	Q38
ET01807	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01807	Q11	Q8	L129	trudlen, truttlen	trudlen	truttlen	Q14	5.	trinken	Q20	Q20	Q20	Q20
ET01926	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T01926	Q11	Q8	L130	Teüfelsdrëck	Teüfelsdrëck		Q13	2.	Schnaps	Q38	Q38	Q38	Q38
ET02147	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02147	Q11	Q8	L131	Trank	Trank		Q13		Trank	Q22	Q22	Q22	Q22
ET02152	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02152	Q11	Q8	L132	Säütränke	Säütränke		Q13	2.	schlechtes Getränk, z. B. schlechter Wein	Q22; Q36	Q22	Q22; Q36	Q36
ET02159	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02159	Q11	Q8	L133	trinken	trinken		Q14		trinken	Q20	Q20	Q20	Q20
ET02160	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02160	Q11	Q8	L134	Trinken	Trinken		Q13		Getränk	Q22	Q22	Q22	Q22
ET02161	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02161	Q11	Q8	L135	nach trinken	nach trinken		Q14		einem andern nachtrinken, nach einem andern aus demselben Glas trinken	Q20	Q20	Q20	Q26
ET02165	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02165	Q11	Q8	L136	Trunk	Trunk		Q13		Trunk	Q22	Q22	Q22	
ET02166	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02166	Q11	Q8	L137	Schlaftrunk	Schlaftrunk		Q13		urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss.	Q22; Q20		Q22; Q20	
ET02252	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=T02252	Q11	Q8	L138	Druesen, Drusen	Druesen	Drusen	Q13	2.	Branntwein aus Weinhefe gewonnen	Q38		Q38	Q38
EW00675	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00675	Q11	Q8	L139	Äpfelwin, Äpfelwi	Äpfelwin	Äpfelwi	Q13		Apfelwein	Q36	Q36	Q36	Q36
EW00678	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00678	Q11	Q8	L140	Birenwin, Birenwi	Birenwin	Birenwi	Q13		Birnwein	Q36		Q36	Q36
EW00679	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00679	Q11	Q8	L141	Branntenwin, Branntenwi, Brënntewin, Brënntewi	Branntenwin	Branntenwi, Brënntewin, Brënntewi	Q13		Branntwein, Schnaps	Q38	Q38	Q38	Q38
EW00682	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00682	Q11	Q8	L142	Dreimännerwin	Dreimännerwin		Q13		Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)	Q36	Q36; Q23	Q36	Q36
EW00685	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00685	Q11	Q8	L143	Edelwin	Edelwin		Q13		feine Sorte Weisswein	Q36		Q36	Q36
EW00686	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00686	Q11	Q8	L144	Ehrwein	Ehrwein		Q13		Ehrenwein	Q36		Q36	Q36
EW00688	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00688	Q11	Q8	L145	Gänswin	Gänswin		Q13		schlechter Wein	Q36	Q36	Q36	Q36
EW00690	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00690	Q11	Q8	L146	Grumbirenbrënntewin	Grumbirenbrënntewin		Q13		Branntwein aus gegorenen Kartoffeln	Q38	Q38	Q38	Q38
EW00706	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00706	Q11	Q8	L147	Stichwin	Stichwin		Q13		der zur Probe aus dem Fass genommene Wein	Q36	Q36	Q36	Q36
EW00712	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00712	Q11	Q8	L148	Trinkwin, Trinkwi	Trinkwin	Trinkwi	Q13		leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	Q36	Q36	Q36	Q36
EW00713	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W00713	Q11	Q8	L149	Truebwin, Truebwi, Trüebwin, Trüebwi	Truebwin	Truebwi, Trüebwin, Trüebwi	Q13		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	Q36		Q36	Q36
EW01009	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01009	Q11	Q8	L150	Wermuet	Wermuet		Q13	2.	Wermutbranntwein	Q38	Q38	Q38	Q38
EW01152	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01152	Q11	Q8	L151	Wasser	Wasser		Q13	1.	Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen	Q30	Q30	Q30	Q30
EW01154	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01154	Q11	Q8	L152	Bappelwasser	Bappelwasser		Q13	2.	Tee aus Blättern der Rosenpappel	Q41	Q41	Q41	Q41
EW01154	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01154	Q11	Q8	L152	Bappelwasser	Bappelwasser		Q13	1.	geistige Getränke	Q38	Q22	Q34	Q38
EW01168	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01168	Q11	Q8	L153	Kirsenwasser, Kirschenwasser	Kirsenwasser	Kirschenwasser	Q13		Branntwein aus Kirschen	Q38	Q38	Q38	Q38
EW01182	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01182	Q11	Q8	L154	Schüsselwasser	Schüsselwasser		Q13	2.	schlechter Kaffee; dünne, kraftlose Suppe	Q42	Q42	Q42	Q29; Q42
EW01183	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01183	Q11	Q8	L155	Seckelwasser	Seckelwasser		Q13		schlechtes Getränk, Wein und Bier	Q22; Q36; Q35	Q22; Q36	Q40; Q35	Q35; Q36
EW01189	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=W01189	Q11	Q8	L156	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser	Gewichtwasser, Wihwasser	Q13	2.	Schnaps	Q38	Q38	Q38	Q38
EZ00046	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=Z00046	Q11	Q8	L157	zëchen	zëchen		Q14	2.	trinken	Q20	Q20	Q20	Q20
EZ00154	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=Z00154	Q11	Q8	L158	ziehen, ziehe, ziegen	ziehen	ziehe, ziegen	Q14	2.	gierig trinken	Q25	Q20	Q25	Q25
EZ00219	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=Z00219	Q11	Q8	L159	Zucker	Zucker		Q13	2.	Gläschen Schnaps	Q38		Q38	Q38
EZ00453	https://woerterbuchnetz.de/?sigle=ElsWB&lemid=Z00453	Q11	Q8	L160	zäpfen	zäpfen		Q13	2.	(ein Fass) anstechen; vom Fass trinken; trinken überhaupt	Q20; Q23	Q20	Q23; Q20	
LA00253	https://woerterbuchnetz.de/?sigle=LothWB&lemid=A00253	Q12	Q9	L161	Änes	Änes		Q13	2.	Anisbranntwein	Q38	Q38	Q38	Q38
LA00351	https://woerterbuchnetz.de/?sigle=LothWB&lemid=A00351	Q12	Q9	L162	Appelvitz	Appelvitz		Q13		Apfelwein	Q36	Q36	Q36	Q36
LA00352	https://woerterbuchnetz.de/?sigle=LothWB&lemid=A00352	Q12	Q9	L163	Äbbelwin	Äbbelwin		Q13		Apfelwein	Q36	Q36	Q36	Q36
LB00004	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00004	Q12	Q9	L164	Babbelwasser	Babbelwasser		Q13		Schnaps	Q38	Q38	Q38	Q38
LB00183	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00183	Q12	Q9	L165	Bäredreck	Bäredreck		Q13		Süßholzsaft	Q31		Q31	Q31
LB00331	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00331	Q12	Q9	L166	Paurewein	Paurewein		Q13		ungekelteter Wein	Q36	Q36	Q36	Q36
LB00479	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00479	Q12	Q9	L167	Pek	Pek		Q13		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Q36	Q36	Q36	Q36
LB00626	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00626	Q12	Q9	L168	beschipsen	beschipsen		Q14	2.	sich betrinken	Q23	Q23	Q23	Q23
LB00676	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00676	Q12	Q9	L169	betrinken	betrinken		Q14		sich betrinken	Q23	Q23	Q23	Q23
LB00755	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B00755	Q12	Q9	L170	Bier	Bier		Q13		Bier	Q35	Q35	Q35	Q35
LB01103	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B01103	Q12	Q9	L171	Blotzmilch	Blotzmilch		Q13		Buttermilch, die durch Butter blotze entsteht	Q33	Q33	Q33	Q33
LB01322	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B01322	Q12	Q9	L172	Brach	Brach		Q13		dicke Milch	Q33	Q33	Q33	Q33
LB01350	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B01350	Q12	Q9	L173	Branntewin	Branntewin		Q13		Branntwein	Q38	Q38	Q38	Q38
LB01497	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B01497	Q12	Q9	L174	Brockel	Brockel		Q13	1.	geronnene Milch	Q33	Q33	Q33	Q33
LB01560	https://woerterbuchnetz.de/?sigle=LothWB&lemid=B01560	Q12	Q9	L175	bruddelen	bruddelen		Q14	2.	mit Geräusch Wasser schlürfen (vom Vieh)	Q27	Q27	Q27	Q27
LD00368	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00368	Q12	Q9	L176	Dickmilch	Dickmilch		Q13		sauer Milch	Q33	Q33	Q33	Q33
LD00392	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00392	Q12	Q9	L177	dieschten	dieschten		Q14		dursten	Q21	Q21	Q21	Q21
LD00590	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00590	Q12	Q9	L178	tompen	tompen		Q14	2.	schlummern, nippen	Q24	Q24	Q24	Q24
LD00695	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00695	Q12	Q9	L179	Drank	Drank		Q13	1.	Apfelwein	Q36	Q36	Q36	Q36
LD00701	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00701	Q12	Q9	L180	dranken	dranken		Q14		trinken	Q20	Q20	Q20	Q20
LD00816	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00816	Q12	Q9	L181	drenken	drenken		Q14		trinken	Q20	Q20	Q20	Q20
LD00818	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00818	Q12	Q9	L182	Treps, Trep	Treps	Trep	Q13	3.	Gläschen Schnaps	Q38		Q38	Q38
LD00870	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00870	Q12	Q9	L183	trinken	trinken		Q14		trinken	Q20	Q20	Q20	Q20
LD00927	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00927	Q12	Q9	L184	Dronk	Dronk		Q13	1.	Trunk	Q22	Q22	Q22	
LD00927	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00927	Q12	Q9	L184	Dronk	Dronk		Q13	2.	Trank, heilkräftiges Getränk	Q22	Q22	Q22	Q22
LD00971	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D00971	Q12	Q9	L185	Druff	Druff		Q13	1.	trüber Wein als Faßrest	Q36	Q36	Q36	Q36
LD01008	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01008	Q12	Q9	L186	Drusenbrantwin	Drusenbrantwin		Q13		fast allg. Branntwein aus Weinhefe gewonnen	Q38		Q38	Q38
LD01116	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01116	Q12	Q9	L187	Tur	Tur		Q13	2.	Runde	Q22		Q22	
LD01139	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01139	Q12	Q9	L188	Turne	Turne		Q13	1.	Runde, für jeden am Tisch ein Glas	Q22		Q22	
LD01151	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01151	Q12	Q9	L189	Durscht	Durscht		Q13		Durst	Q21	Q21	Q21	Q21
LD01155	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01155	Q12	Q9	L190	durschtisch	durschtisch		Q15		durstig	Q21	Q21	Q21	Q21
LD01185	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01185	Q12	Q9	L191	tuten	tuten		Q14		tüchtig trinken	Q25	Q20	Q25	Q23
LD01188	https://woerterbuchnetz.de/?sigle=LothWB&lemid=D01188	Q12	Q9	L192	duttlen	duttlen		Q14		trinken, saugen	Q20	Q20	Q20	Q20; Q24
LE00056	https://woerterbuchnetz.de/?sigle=LothWB&lemid=E00056	Q12	Q9	L193	Eichelkaffee	Eichelkaffee		Q13		Eichelkaffee	Q44	Q44	Q44	Q44
LF00496	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F00496	Q12	Q9	L194	verlechen	verlechen		Q14	2.	austrocknen, verschmachten vor Durst	Q21		Q21	Q21
LF00916	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F00916	Q12	Q9	L195	Virschotz	Virschotz		Q13		der erste Branntwein, der beim Brennen	Q38	Q38	Q38	Q38
LF00954	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F00954	Q12	Q9	L196	Vitz	Vitz		Q13		Obstwein	Q36	Q36	Q36	Q36
LF01130	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F01130	Q12	Q9	L197	Föllwein	Föllwein		Q13		Füllwein, Wein zum Nach- und Auffüllen im Fasse	Q36	Q36	Q36	Q36
LF01160	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F01160	Q12	Q9	L198	Vorlaf	Vorlaf		Q13		Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen	Q38	Q38; Q20	Q38	
LF01369	https://woerterbuchnetz.de/?sigle=LothWB&lemid=F01369	Q12	Q9	L199	Fusel	Fusel		Q13		geringer, schlechter Branntwein	Q38	Q38	Q38	Q38
LG00052	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00052	Q12	Q9	L200	Galm	Galm		Q13		Durst, Qualm, Gestank	Q21	Q21	Q21	Q21
LG00244	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00244	Q12	Q9	L201	Gedrenks	Gedrenks		Q13	1.	Getränke	Q22		Q22	Q22
LG00244	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00244	Q12	Q9	L201	Gedrenks	Gedrenks		Q13	2.	das Trinken	Q20	Q22	Q20	Q22
LG00339	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00339	Q12	Q9	L202	Geischt	Geischt		Q13		Weingeist, Alkohol	Q38		Q38	Q38
LG00583	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00583	Q12	Q9	L203	Gescheppels	Gescheppels		Q13		übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein	Q23	Q22	Q34; Q25	
LG00627	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00627	Q12	Q9	L204	Geseffs	Geseffs		Q13		Gesöffe, Säuferei, unmäßiges Trinken	Q23; Q25	Q22	Q25	
LG00688	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00688	Q12	Q9	L205	Gesupps	Gesupps		Q13		Saugen, Geschlürf, schlürfendes Geräusch beim Trinken	Q27	Q20	Q27	Q27
LG00782	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00782	Q12	Q9	L206	Giges	Giges		Q13		schlechter Branntwein, Fusel	Q38	Q38	Q38	Q38
LG00899	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00899	Q12	Q9	L207	Glugluk	Glugluk		Q13		Gluckgluck (Geräusch beim Trinken od. Ausgießen einer Flüssigkeit)	Q27			
LG00947	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00947	Q12	Q9	L208	Gom	Gom		Q13	4.	ein süßliches Getränk	Q22	Q22	Q22	Q32
LG00987	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G00987	Q12	Q9	L209	Grächen	Grächen		Q13		neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe	Q36	Q36	Q36	Q36
LG01050	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G01050	Q12	Q9	L210	Gräwelwasser	Gräwelwasser		Q13		schlechter Branntwein, Fusel	Q38	Q38	Q38	Q38
LG01193	https://woerterbuchnetz.de/?sigle=LothWB&lemid=G01193	Q12	Q9	L211	Grumberebrantwein	Grumberebrantwein		Q13		Kartoffelsprit	Q38			Q38
LH00199	https://woerterbuchnetz.de/?sigle=LothWB&lemid=H00199	Q12	Q9	L212	Hänschen	Hänschen		Q13		ein Achtel Liter Branntwein	Q38	Q38	Q38	Q38
LH00357	https://woerterbuchnetz.de/?sigle=LothWB&lemid=H00357	Q12	Q9	L213	Heffen	Heffen		Q13	2.	ein Gläschen Hefenbranntwein	Q38		Q38	Q38
LK00024	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00024	Q12	Q9	L214	Kaffee	Kaffee		Q13	1.	Kaffee	Q42	Q42	Q44	Q42
LK00028	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00028	Q12	Q9	L215	Kaffeebrih	Kaffeebrih		Q13		schlechter Milchkaffee	Q42	Q42	Q42	Q42
LK00259	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00259	Q12	Q9	L216	Kassis	Kassis		Q13	2.	Likör, der aus der Frucht derselben zubereitet wird	Q38	Q38	Q38	Q38
LK00343	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00343	Q12	Q9	L217	Keizen	Keizen		Q13	2.	schlechter Wein, Krätzer	Q36	Q36	Q36	Q36
LK00372	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00372	Q12	Q9	L218	Kelterwein	Kelterwein		Q13		Wein von gekelterten Trauben im Gegensatz zu	Q36	Q36	Q36	Q36
LK00547	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K00547	Q12	Q9	L219	Kirsch	Kirsch		Q13	2.	Kirschenschnaps	Q38	Q38	Q38	Q38
LK01060	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K01060	Q12	Q9	L220	Kowenbretchen	Kowenbretchen		Q13		Gläschen Branntwein	Q38		Q38	Q38
LK01499	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K01499	Q12	Q9	L221	Kwetsch	Kwetsch		Q13	2.	Zwetschenschnaps	Q38		Q38	Q38
LK01505	https://woerterbuchnetz.de/?sigle=LothWB&lemid=K01505	Q12	Q9	L222	Kwetschwasser	Kwetschwasser		Q13		Zwetschenbranntwein	Q38		Q38	Q38
LL00146	https://woerterbuchnetz.de/?sigle=LothWB&lemid=L00146	Q12	Q9	L223	läppsen	läppsen		Q14		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Q24	Q24	Q20	Q24
LL00196	https://woerterbuchnetz.de/?sigle=LothWB&lemid=L00196	Q12	Q9	L224	lebbern	lebbern		Q14		nippen' schlürfen	Q24; Q27	Q27	Q27	Q24; Q27
LL00401	https://woerterbuchnetz.de/?sigle=LothWB&lemid=L00401	Q12	Q9	L225	Lier	Lier		Q13		Holzapfelwein	Q36		Q36	Q36
LL00467	https://woerterbuchnetz.de/?sigle=LothWB&lemid=L00467	Q12	Q9	L226	literen	literen		Q14	2.	tüchtig trinken	Q25	Q20	Q25	Q23
LL00565	https://woerterbuchnetz.de/?sigle=LothWB&lemid=L00565	Q12	Q9	L227	lumpen	lumpen		Q14		zechen, schlemmen	Q23	Q23	Q23	
LM00027	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00027	Q12	Q9	L228	Mawebitter	Mawebitter		Q13		Magenbitter	Q38	Q38	Q38	Q38
LM00226	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00226	Q12	Q9	L229	Matten	Matten		Q13	1.	geronnene Milch, aus der Käse gemacht wird; Käsmatte	Q33	Q33	Q33	
LM00280	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00280	Q12	Q9	L230	Mehlsuffe	Mehlsuffe		Q13		Trank mit beigemischtem M. für die Haustiere	Q22	Q22		Q22
LM00317	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00317	Q12	Q9	L231	Melkersch	Melkersch		Q13		soviel Milch, als in einem Mal gemolken wird	Q33	Q33	Q33	
LM00416	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00416	Q12	Q9	L232	Milch	Milch		Q13		Milch	Q33	Q33	Q33	Q33
LM00470	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00470	Q12	Q9	L233	Mirabell	Mirabell		Q13	2.	Mirabellenbranntwein	Q38		Q38	Q38
LM00620	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00620	Q12	Q9	L234	Moschketeller	Moschketeller		Q13		Muskatellertraube, –wein	Q36			Q36
LM00677	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00677	Q12	Q9	L235	Mupp	Mupp		Q13		schlechter, minderwertiger Schnaps	Q38	Q38	Q38	Q38
LM00713	https://woerterbuchnetz.de/?sigle=LothWB&lemid=M00713	Q12	Q9	L236	Musikantebrih	Musikantebrih		Q13		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Q42		Q42	Q42
LN00228	https://woerterbuchnetz.de/?sigle=LothWB&lemid=N00228	Q12	Q9	L237	Ninni	Ninni		Q13		Milch in der Kindersprache	Q33	Q33	Q33	Q33
LO00248	https://woerterbuchnetz.de/?sigle=LothWB&lemid=O00248	Q12	Q9	L238	Owesdronk	Owesdronk		Q13		Abendtrunk	Q22		Q34	Q34
LO00251	https://woerterbuchnetz.de/?sigle=LothWB&lemid=O00251	Q12	Q9	L239	Owesstrach	Owesstrach		Q13		die am Abend gemolkene Milch	Q33	Q33	Q33	Q33
LR00037	https://woerterbuchnetz.de/?sigle=LothWB&lemid=R00037	Q12	Q9	L240	rädelen	rädelen		Q14	2.	zuviel essen od. trinken	Q25		Q25	
LR00162	https://woerterbuchnetz.de/?sigle=LothWB&lemid=R00162	Q12	Q9	L241	Rattegift	Rattegift		Q13		schlechter Schnaps	Q38	Q38	Q38	Q38
LR00330	https://woerterbuchnetz.de/?sigle=LothWB&lemid=R00330	Q12	Q9	L242	Rend	Rend		Q13		Runde	Q22		Q22	
LR00660	https://woerterbuchnetz.de/?sigle=LothWB&lemid=R00660	Q12	Q9	L243	Runding	Runding		Q13		Runde	Q22		Q22	
LS00052	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00052	Q12	Q9	L244	Saft	Saft		Q13		Saft	Q31	Q31	Q31	Q31
LS00279	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00279	Q12	Q9	L245	Schampanjer	Schampanjer		Q13		Champagnerwein	Q37		Q36	Q37
LS00327	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00327	Q12	Q9	L246	Scharlacher	Scharlacher		Q13		Schnaps, sog. nach der Farbe	Q38	Q38; Q20	Q38	Q38
LS00441	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00441	Q12	Q9	L247	schepplen	schepplen		Q14		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Q20	Q20	Q20	Q20
LS00650	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00650	Q12	Q9	L248	Schlauderwasser	Schlauderwasser		Q13		dünner Kaffee	Q42	Q42	Q42	Q42
LS00708	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00708	Q12	Q9	L249	Schleweschnabbs	Schleweschnabbs		Q13		Schlehenschnapps	Q38		Q38	Q38
LS00742	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00742	Q12	Q9	L250	schlirpsen	schlirpsen		Q14	1.	schlürfen beim Trinken	Q27	Q27	Q27	Q27
LS00772	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00772	Q12	Q9	L251	schlotzen	schlotzen		Q14	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Q27	Q20; Q27	Q27	Q27
LS00787	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00787	Q12	Q9	L252	Schlupp	Schlupp		Q13	2.	Gläschen Schnaps	Q38		Q38	Q38
LS00789	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00789	Q12	Q9	L253	schluppen	schluppen		Q14		einen Schluck tun, zechen	Q23	Q23		Q23; Q24
LS00790	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00790	Q12	Q9	L254	schlurben	schlurben		Q14	2.	schlürfen, geräuschvoll trinken	Q27	Q27	Q27	Q27
LS00792	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00792	Q12	Q9	L255	Schluri	Schluri		Q13	2.	Spitzname für schlechten Kaffee	Q42		Q44	Q42
LS00824	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00824	Q12	Q9	L256	schmatzen	schmatzen		Q14	2.	mit Wohlbehagen trinken	Q20	Q20	Q27	Q20
LS00907	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S00907	Q12	Q9	L257	Schnaps	Schnaps		Q13		Schnaps	Q38	Q38	Q38	Q38
LS01000	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01000	Q12	Q9	L258	Schnik	Schnik		Q13		Fusel, schlechter Branntwein	Q38	Q38	Q38	Q38
LS01029	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01029	Q12	Q9	L259	Schnorres	Schnorres		Q13	2.	Gläschen Schnaps	Q38		Q38	Q38
LS01070	https://woerterbuchnetz.de/?sigle=LothWB&lemid=S01070	Q12	Q9	L260	schocken	schocken		Q14		anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Q20			
