xml:id	Lemma	Wortart	Level	Definition	Konzept
EF01067	Vëxat	f.		Rosskastanie	kein_Trinken
EW00739	Wand	f.	1	Wand	kein_Trinken
ES01717	schieken			krumm und unbeholfen auftreten	kein_Trinken
EL00028	Labori			Schimpfform des Vornamens Theodor	kein_Trinken
ES03569	schnärflen			zwecklos in kleine Stücke zerschneiden, schnitzeln. s. auch	kein_Trinken
EP03813	briljant	Adj.		glänzend	kein_Trinken
ES05104	Stimm(e)	f.	1	wie hochd. Rda	kein_Trinken
EG00989	gis			Lockruf für Ziegen	kein_Trinken
ES03718	Schrub	f.		Schraube. Spw	kein_Trinken
ET02391	Tschamber			männl. Vorn. Johann (Baptist), aber meist verächtlich	kein_Trinken
